Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,total_duration,total_pages,admin_duration_ratio,informational_duration_ratio,product_duration_ratio,admin_pages_ratio,informational_pages_ratio,product_pages_ratio,admin_duration_per_page,informational_duration_per_page,product_duration_per_page,avg_duration_per_page,is_q4,quarter,PageValues_x_ProductRelated,SpecialDay_x_PageValues,BounceRates_x_ExitRates
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,4,1,2,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,2,1,1,9,3,2,0,0,156.0,5,0.0,0.0,0.9999999935897437,0.0,0.0,0.99999980000004,0.0,0.0,31.19999376000125,31.19999376000125,0,,0.0,0.0,0.0
4,64.6,0,0.0,32,1135.444444,0.002857143,0.00952381,0.0,0.0,2,2,2,1,3,2,0,0,1200.0444439999999,36,0.05383133955509456,0.0,0.9461686596116029,0.11111110802469146,0.0,0.8888888641975317,16.149995962501006,0.0,35.48263776616757,33.3345669629287,0,,0.0,0.0,2.7210887074830003e-05
0,0.0,0,0.0,4,76.0,0.05,0.1,0.0,0.0,2,1,1,1,3,2,0,0,76.0,4,0.0,0.0,0.9999999868421054,0.0,0.0,0.9999997500000625,0.0,0.0,18.999995250001188,18.999995250001188,0,,0.0,0.0,0.005000000000000001
0,0.0,0,0.0,4,63.0,0.0,0.05,0.0,0.2,2,2,6,1,3,2,0,0,63.0,4,0.0,0.0,0.9999999841269844,0.0,0.0,0.9999997500000625,0.0,0.0,15.749996062500983,15.749996062500983,0,,0.0,0.0,0.0
1,6.0,1,0.0,45,1582.75,0.043478261,0.050821256,54.17976426,0.4,2,3,2,1,1,2,0,0,1588.75,47,0.0037765538921941434,0.0,0.9962234454783802,0.021276595291987336,0.021276595291987336,0.9574467881394301,5.999994000006001,0.0,35.17222144061731,33.80319077014488,0,,2438.0893917,21.671905704,0.002209619832715816
0,0.0,0,0.0,2,35.0,0.0,0.1,0.0,0.0,2,1,1,6,3,2,0,0,35.0,2,0.0,0.0,0.9999999714285723,0.0,0.0,0.99999950000025,0.0,0.0,17.499991250004374,17.499991250004374,0,,0.0,0.0,0.0
0,0.0,0,0.0,3,78.0,0.0,0.066666667,0.0,0.0,2,1,2,6,6,2,1,0,78.0,3,0.0,0.0,0.9999999871794873,0.0,0.0,0.9999996666667778,0.0,0.0,25.999991333336222,25.999991333336222,0,,0.0,0.0,0.0
0,0.0,0,0.0,8,209.5,0.0,0.025,0.0,0.0,2,2,2,1,1,2,0,0,209.5,8,0.0,0.0,0.9999999952267303,0.0,0.0,0.9999998750000157,0.0,0.0,26.187496726562912,26.187496726562912,0,,0.0,0.0,0.0
0,0.0,0,0.0,10,183.6666667,0.04,0.08,0.0,0.0,2,1,1,3,1,2,0,0,183.6666667,10,0.0,0.0,0.9999999945553539,0.0,0.0,0.99999990000001,0.0,0.0,18.36666483333352,18.36666483333352,0,,0.0,0.0,0.0032
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,2,2,2,1,1,2,0,0,380.5,14,0.0,0.0,0.9999999973718792,0.0,0.0,0.9999999285714337,0.0,0.0,27.17856948724504,27.17856948724504,0,,0.0,0.0,0.000408163263265306
0,0.0,0,0.0,52,2086.242857,0.015384615,0.020352564,0.0,0.0,2,2,2,7,1,2,0,0,2086.242857,52,0.0,0.0,0.9999999995206694,0.0,0.0,0.9999999807692311,0.0,0.0,40.12005417076819,40.12005417076819,0,,0.0,0.0,0.00031311636140286
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,2,3,2,1,4,2,1,0,388.0,8,0.0,0.0,0.9999999974226804,0.0,0.0,0.9999998750000157,0.0,0.0,48.49999393750076,48.49999393750076,0,,0.0,0.0,0.0014062500000000002
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,2,2,2,8,4,2,0,0,316.0,7,0.05696202513619612,0.0,0.943037971699247,0.285714244897965,0.0,0.7142856122449125,8.99999550000225,0.0,59.59998808000238,45.14285069387847,0,,0.0,0.0,0.0
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,2,2,2,1,3,2,0,0,63.0,7,0.0,0.0,0.9999999841269844,0.0,0.0,0.9999998571428775,0.0,0.0,8.999998714285898,8.999998714285898,0,,0.0,0.0,0.0020408163448979587
0,0.0,0,0.0,9,482.0,0.0,0.022222222,0.0,0.0,2,2,5,1,6,2,0,0,482.0,9,0.0,0.0,0.9999999979253112,0.0,0.0,0.9999998888889013,0.0,0.0,53.55554960493894,53.55554960493894,0,,0.0,0.0,0.0
1,9.0,0,0.0,46,4084.393939,0.0,0.001794872,0.0,0.0,2,2,2,8,4,2,0,0,4093.393939,47,0.0021986645145617234,0.0,0.9978013352411422,0.021276595291987336,0.0,0.9787233834314174,8.999991000009,0.0,88.79117065671369,87.09348621077689,0,,0.0,0.0,0.0
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,2,1,1,3,2,2,0,0,22.0,3,0.0,0.0,0.9999999545454565,0.0,0.0,0.9999996666667778,0.0,0.0,7.333330888889703,7.333330888889703,0,,0.0,0.0,0.0
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,2,1,1,4,4,2,0,0,310.1666667,15,0.0,0.0,0.999999996775927,0.0,0.0,0.9999999333333378,0.0,0.0,20.677776401481573,20.677776401481573,0,,0.0,0.0,0.0
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,2,3,2,2,3,2,0,0,34.0,2,0.0,0.0,0.9999999705882362,0.0,0.0,0.99999950000025,0.0,0.0,16.99999150000425,16.99999150000425,0,,0.0,0.0,0.0
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,2,4,1,1,3,2,0,0,88.0,4,0.0,0.0,0.9999999886363637,0.0,0.0,0.9999997500000625,0.0,0.0,21.999994500001375,21.999994500001375,0,,0.0,0.0,0.0
0,0.0,0,0.0,22,622.25,0.003030303,0.006060606,0.0,0.2,2,2,5,1,4,2,0,0,622.25,22,0.0,0.0,0.9999999983929289,0.0,0.0,0.9999999545454565,0.0,0.0,28.28408962345047,28.28408962345047,0,,0.0,0.0,1.8365472543618e-05
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,2,1,1,1,2,2,0,0,222.4,14,0.0,0.0,0.9999999955035972,0.0,0.0,0.9999999285714337,0.0,0.0,15.885713151020491,15.885713151020491,0,,0.0,0.0,0.000979591826122449
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,2,3,2,1,3,2,0,0,80.0,3,0.0,0.0,0.9999999875000002,0.0,0.0,0.9999996666667778,0.0,0.0,26.66665777778074,26.66665777778074,0,,0.0,0.0,0.008888888911111111
0,0.0,0,0.0,11,800.8333333,0.0,0.003636364,0.0,0.0,2,3,2,1,3,2,0,0,800.8333333,11,0.0,0.0,0.9999999987513007,0.0,0.0,0.9999999090909174,0.0,0.0,72.80302368154331,72.80302368154331,0,,0.0,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,2,3,2,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,3,4,2,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,2,3,2,1,3,2,0,0,265.1666667,12,0.0,0.0,0.999999996228787,0.0,0.0,0.9999999166666736,0.0,0.0,22.09722038356497,22.09722038356497,0,,0.0,0.0,0.00029012345265432097
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,2,2,4,4,2,2,1,0,29.0,2,0.0,0.0,0.9999999655172426,0.0,0.0,0.99999950000025,0.0,0.0,14.499992750003624,14.499992750003624,0,,0.0,0.0,0.0
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,2,4,2,2,3,2,0,0,160.0,4,0.0,0.0,0.99999999375,0.0,0.0,0.9999997500000625,0.0,0.0,39.9999900000025,39.9999900000025,0,,0.0,0.0,0.0
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,2,3,3,1,4,2,0,0,135.6666667,4,0.0,0.0,0.9999999926289928,0.0,0.0,0.9999997500000625,0.0,0.0,33.91665819583545,33.91665819583545,0,,0.0,0.0,0.0012500000000000002
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,2,4,1,3,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,3,2,3,3,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
4,56.0,2,120.0,36,998.7416667,0.0,0.014736467,19.44707913,0.2,2,2,2,4,1,2,0,0,1174.7416667,42,0.047670055076569406,0.10215011802122015,0.8501798260509593,0.0952380929705216,0.0476190464852608,0.8571428367346944,13.999996500000874,59.999970000015,27.74282330436602,27.970039017380024,0,,700.0948486799999,3.889415826,0.0
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,2,2,6,6,3,2,0,0,104.0,4,0.0,0.0,0.9999999903846155,0.0,0.0,0.9999997500000625,0.0,0.0,25.999993500001626,25.999993500001626,0,,0.0,0.0,0.0
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,2,2,4,2,1,2,0,0,397.6865079,18,0.040232694954264264,0.0,0.9597673025311924,0.11111110493827195,0.0,0.8888888395061756,7.999996000002,0.0,23.85540525278717,22.093693655905906,0,,0.0,0.0,0.000547866205478662
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,2,1,1,3,3,2,0,0,169.0,6,0.0,0.0,0.9999999940828402,0.0,0.0,0.9999998333333611,0.0,0.0,28.166661972223004,28.166661972223004,0,,0.0,0.0,0.0
0,0.0,0,0.0,8,400.8,0.05,0.120833333,0.0,0.0,2,1,1,1,3,2,0,0,400.8,8,0.0,0.0,0.99999999750499,0.0,0.0,0.9999998750000157,0.0,0.0,50.09999373750079,50.09999373750079,0,,0.0,0.0,0.00604166665
12,279.4166667,0,0.0,42,1553.583333,0.009,0.019666667,38.30849268,0.0,2,1,1,3,2,2,0,0,1832.9999997,54,0.15243680665209725,0.0,0.847563192802349,0.22222221810699597,0.0,0.7777777633744859,23.284720284606646,0.0,36.9900784764267,33.94444381028808,0,,1608.95669256,0.0,0.00017700000299999998
0,0.0,0,0.0,14,706.5,0.0,0.007142857,0.0,0.0,2,2,2,5,4,2,1,0,706.5,14,0.0,0.0,0.9999999985845719,0.0,0.0,0.9999999285714337,0.0,0.0,50.46428210969414,50.46428210969414,0,,0.0,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,2,4,3,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
3,87.83333333,0,0.0,27,798.3333333,0.0,0.012643678,22.9160357,0.8,2,2,2,3,1,2,0,1,886.16666663,30,0.09911604276981555,0.0,0.9008839561017286,0.09999999666666677,0.0,0.899999970000001,29.27776801741066,0.0,29.567900138225923,29.538887903037068,0,,618.7329639,18.33282856,0.0
4,44.0,0,0.0,90,6951.972222,0.002150538,0.015013034,0.0,0.0,2,4,1,1,3,2,0,0,6995.972222,94,0.006289333147342314,0.0,0.9937106667097182,0.04255319103666818,0.0,0.9574467983250341,10.999997250000687,0.0,77.24413494173184,74.4252356124975,0,,0.0,0.0,3.2286100112292e-05
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,2,2,2,5,1,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,18,902.0,0.0,0.007407407,0.0,0.0,2,2,7,2,4,2,0,0,902.0,18,0.0,0.0,0.9999999988913526,0.0,0.0,0.9999999444444475,0.0,0.0,50.11110832716064,50.11110832716064,0,,0.0,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,2,3,2,3,3,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,2,6,1,2,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,2,2,6,6,1,2,0,0,197.3777778,20,0.0,0.0,0.9999999949335736,0.0,0.0,0.9999999500000024,0.0,0.0,9.86888839655558,9.86888839655558,0,,0.0,0.0,0.0013125
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,2,2,2,3,3,2,0,0,43.0,2,0.0,0.0,0.9999999767441866,0.0,0.0,0.99999950000025,0.0,0.0,21.499989250005374,21.499989250005374,0,,0.0,0.0,0.0
0,0.0,0,0.0,8,426.6666667,0.0,0.0125,0.0,0.0,2,2,4,3,2,2,0,0,426.6666667,8,0.0,0.0,0.99999999765625,0.0,0.0,0.9999998750000157,0.0,0.0,53.333326670834175,53.333326670834175,0,,0.0,0.0,0.0
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,2,2,4,3,3,2,0,0,135.0,3,0.0,0.0,0.9999999925925926,0.0,0.0,0.9999996666667778,0.0,0.0,44.999985000005,44.999985000005,0,,0.0,0.0,0.0
0,0.0,0,0.0,16,588.3333333,0.0,0.025,0.0,0.0,2,2,4,1,1,2,0,0,588.3333333,16,0.0,0.0,0.9999999983002833,0.0,0.0,0.9999999375000038,0.0,0.0,36.77083103307306,36.77083103307306,0,,0.0,0.0,0.0
10,1005.666667,0,0.0,36,2111.341667,0.004347826,0.014492754,11.43941195,0.0,2,2,6,1,2,2,0,1,3117.008334,46,0.3226384272726046,0.0,0.6773615724065749,0.21739129962192827,0.0,0.7826086786389418,100.56665664333434,0.0,58.648378009767285,67.76104926606415,0,,411.8188302,0.0,6.3011972652804e-05
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,2,3,2,3,3,2,0,0,76.0,2,0.0,0.0,0.9999999868421054,0.0,0.0,0.99999950000025,0.0,0.0,37.9999810000095,37.9999810000095,0,,0.0,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,2,1,1,1,3,2,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,2,1,1,1,3,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,2,4,1,1,5,2,1,0,208.0,7,0.0,0.0,0.9999999951923078,0.0,0.0,0.9999998571428775,0.0,0.0,29.71428146938836,29.71428146938836,0,,0.0,0.0,0.0
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,2,1,1,1,3,2,0,0,270.0,4,0.0,0.0,0.9999999962962963,0.0,0.0,0.9999997500000625,0.0,0.0,67.49998312500422,67.49998312500422,0,,0.0,0.0,0.0
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,2,2,2,1,3,2,0,0,39.5,6,0.0,0.0,0.999999974683545,0.0,0.0,0.9999998333333611,0.0,0.0,6.583332236111294,6.583332236111294,0,,0.0,0.0,0.0
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,2,3,2,4,1,2,0,0,375.0,12,0.0,0.0,0.9999999973333333,0.0,0.0,0.9999999166666736,0.0,0.0,31.249997395833553,31.249997395833553,0,,0.0,0.0,0.000972222236111111
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,2,2,2,2,1,2,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,3,2,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,2,2,2,2,1,2,0,0,150.0,7,0.0,0.0,0.9999999933333334,0.0,0.0,0.9999998571428775,0.0,0.0,21.428568367347374,21.428568367347374,0,,0.0,0.0,0.004897959187755102
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,2,1,1,1,3,2,0,0,138.0,3,0.0,0.0,0.9999999927536233,0.0,0.0,0.9999996666667778,0.0,0.0,45.99998466667178,45.99998466667178,0,,0.0,0.0,0.0
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,2,4,1,3,3,2,0,0,337.5,7,0.0,0.0,0.999999997037037,0.0,0.0,0.9999998571428775,0.0,0.0,48.2142788265316,48.2142788265316,0,,0.0,0.0,0.000680272124489796
0,0.0,0,0.0,19,620.0333333,0.0,0.007894737,0.0,0.0,2,1,1,4,2,2,0,0,620.0333333,19,0.0,0.0,0.9999999983871835,0.0,0.0,0.9999999473684238,0.0,0.0,32.63333161403518,32.63333161403518,0,,0.0,0.0,0.0
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,2,1,1,1,3,2,0,0,204.8461538,17,0.17574164394322328,0.0,0.8242583511750644,0.11764705190311459,0.0,0.8823528892733594,17.9999910000045,0.0,11.256409502906033,12.049773044130996,0,,0.0,0.0,0.0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,2,2,1,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.9999990000010001,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.04000000000000001
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,2,1,1,1,3,2,0,0,52.0,2,0.0,0.0,0.9999999807692311,0.0,0.0,0.99999950000025,0.0,0.0,25.9999870000065,25.9999870000065,0,,0.0,0.0,0.0
0,0.0,0,0.0,13,649.25,0.0,0.015384615,0.0,0.0,2,2,2,1,5,0,0,0,649.25,13,0.0,0.0,0.9999999984597613,0.0,0.0,0.9999999230769291,0.0,0.0,49.94230385059201,49.94230385059201,0,,0.0,0.0,0.0
0,0.0,0,0.0,27,925.3333333,0.003703704,0.025925926,0.0,0.6,2,4,1,3,3,2,0,0,925.3333333,27,0.0,0.0,0.9999999989193084,0.0,0.0,0.9999999629629643,0.0,0.0,34.27160366771838,34.27160366771838,0,,0.0,0.0,9.602195582990399e-05
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,2,1,1,1,3,2,0,0,33.0,2,0.0,0.0,0.9999999696969707,0.0,0.0,0.99999950000025,0.0,0.0,16.499991750004124,16.499991750004124,0,,0.0,0.0,0.0
0,0.0,0,0.0,6,1566.5,0.05,0.066666667,0.0,0.2,2,1,1,1,3,2,0,0,1566.5,6,0.0,0.0,0.9999999993616342,0.0,0.0,0.9999998333333611,0.0,0.0,261.0832898194517,261.0832898194517,0,,0.0,0.0,0.0033333333500000003
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,2,1,1,1,4,2,0,0,105.0,4,0.0,0.0,0.9999999904761906,0.0,0.0,0.9999997500000625,0.0,0.0,26.24999343750164,26.24999343750164,0,,0.0,0.0,0.0
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,2,2,4,1,7,2,0,0,50.0,8,0.0,0.0,0.9999999800000005,0.0,0.12499998437500197,0.8749998906250137,0.0,0.0,7.142856122449126,6.249999218750098,0,,0.0,0.0,0.003083900220861678
0,0.0,0,0.0,16,644.2,0.004166667,0.031666667,0.0,0.0,2,3,2,3,4,2,0,0,644.2,16,0.0,0.0,0.999999998447687,0.0,0.0,0.9999999375000038,0.0,0.0,40.262497483593904,40.262497483593904,0,,0.0,0.0,0.000131944456388889
